,lat,lon,Department,City,bedrooms,bathrooms,surface_total,surface_covered,price,property_type,P/sqmtr
293,4.573,-74.236,Cundinamarca,Soacha,3.0,3.0,54.0,162.0,149900000.0,Casa,2775925.0
294,4.912,-74.048,Cundinamarca,Cajicá,3.0,4.0,300.0,180.0,790000000.0,Casa,2633333.0
295,11.013,-74.804,Atlántico,Barranquilla,3.0,2.0,125.0,125.0,330000000.0,Casa,2640000.0
296,3.389,-76.537,Valle del Cauca,Cali,3.0,3.0,92.0,92.0,500000000.0,Apartamento,5434782.0
297,3.367,-76.553,Valle del Cauca,Cali,3.0,2.0,76.0,76.0,220000000.0,Apartamento,2894736.0
298,3.485,-76.53,Valle del Cauca,Cali,3.0,2.0,65.0,65.0,235000000.0,Apartamento,3615384.0
299,3.394,-76.519,Valle del Cauca,Cali,3.0,2.0,60.0,60.0,170000000.0,Apartamento,2833333.0
300,3.456,-76.537,Valle del Cauca,Cali,3.0,3.0,138.0,138.0,550000000.0,Apartamento,3985507.0
301,4.52,-75.715,Quindío,Armenia,3.0,1.0,50.0,50.0,85000000.0,Apartamento,1700000.0
302,4.937,-74.018,Cundinamarca,Cajicá,3.0,2.0,71.0,71.0,290000000.0,Apartamento,4084507.0
303,4.937,-74.018,Cundinamarca,Cajicá,3.0,2.0,71.0,71.0,290000000.0,Apartamento,4084507.0
304,6.173,-75.571,Antioquia,Envigado,3.0,2.0,83.0,83.0,340000000.0,Apartamento,4096385.0
305,6.222,-75.568,Antioquia,Medellín,3.0,2.0,86.0,86.0,530000000.0,Apartamento,6162790.0
306,7.834,-72.506,Norte de Santander,Los Patios,3.0,2.0,82.0,82.0,250000000.0,Apartamento,3048780.0
307,4.84,-74.062,Cundinamarca,Chía,4.0,4.0,400.0,230.0,800000000.0,Casa,2000000.0
310,3.423,-76.514,Valle del Cauca,Cali,8.0,4.0,133.0,133.0,325000000.0,Casa,2443609.0
311,4.752,-74.068,Cundinamarca,Bogotá D.C,3.0,2.0,80.0,94.0,480000000.0,Apartamento,6000000.0
313,4.727,-74.035,Cundinamarca,Bogotá D.C,3.0,2.0,105.0,105.0,455000000.0,Apartamento,4333333.0
316,4.647,-74.083,Cundinamarca,Bogotá D.C,3.0,2.0,100.0,100.0,465000000.0,Apartamento,4650000.0
317,4.895,-74.03,Cundinamarca,Chía,1.0,1.0,58.0,46.0,225000000.0,Apartamento,3879310.0
318,4.751,-74.057,Cundinamarca,Bogotá D.C,3.0,2.0,69.0,69.0,270000000.0,Apartamento,3913043.0
319,3.401,-76.521,Valle del Cauca,Cali,4.0,3.0,100.0,200.0,410000000.0,Casa,4100000.0
320,4.676,-74.056,Cundinamarca,Bogotá D.C,3.0,3.0,104.0,99.0,780000000.0,Apartamento,7500000.0
321,4.54,-75.695,Quindío,Armenia,6.0,2.0,100.0,100.0,180000000.0,Casa,1800000.0
322,4.624,-75.622,Quindío,Circasia,2.0,2.0,1300.0,175.0,450000000.0,Casa,346153.0
324,6.164,-75.589,Antioquia,Envigado,4.0,2.0,153.0,153.0,390000000.0,Casa,2549019.0
326,6.145,-75.622,Antioquia,Sabaneta,3.0,2.0,82.0,82.0,270000000.0,Apartamento,3292682.0
327,11.023,-74.857,Atlántico,Barranquilla,3.0,2.0,247.0,247.0,800000000.0,Casa,3238866.0
328,11.003,-74.83,Atlántico,Barranquilla,3.0,2.0,127.0,127.0,350000000.0,Casa,2755905.0
329,11.022,-74.816,Atlántico,Barranquilla,3.0,2.0,79.0,79.0,260000000.0,Apartamento,3291139.0
330,10.953,-74.807,Atlántico,Barranquilla,3.0,2.0,55.0,55.0,120000000.0,Apartamento,2181818.0
331,4.708,-74.201,Cundinamarca,Funza,3.0,3.0,94.0,81.0,249900000.0,Casa,2658510.0
332,4.722,-74.073,Cundinamarca,Bogotá D.C,3.0,2.0,108.0,108.0,520000000.0,Apartamento,4814814.0
333,4.62,-74.171,Cundinamarca,Bogotá D.C,5.0,5.0,88.0,180.0,269900000.0,Casa,3067045.0
335,4.646,-74.055,Cundinamarca,Bogotá D.C,1.0,2.0,57.0,57.0,400000000.0,Apartamento,7017543.0
336,4.593,-74.099,Cundinamarca,Bogotá D.C,3.0,2.0,65.0,65.0,235000000.0,Apartamento,3615384.0
337,3.426,-76.499,Valle del Cauca,Cali,3.0,2.0,55.0,85.0,125000000.0,Casa,2272727.0
338,3.409,-76.567,Valle del Cauca,Cali,3.0,2.0,63.0,63.0,180000000.0,Apartamento,2857142.0
339,7.866,-72.497,Norte de Santander,Los Patios,3.0,2.0,70.0,63.0,225000000.0,Apartamento,3214285.0
340,7.866,-72.497,Norte de Santander,Los Patios,3.0,2.0,70.0,63.0,225000000.0,Apartamento,3214285.0
341,3.493,-76.497,Valle del Cauca,Cali,3.0,2.0,70.0,140.0,230000000.0,Casa,3285714.0
342,3.434,-76.533,Valle del Cauca,Palmira,4.0,2.0,70.0,140.0,90000000.0,Casa,1285714.0
343,3.456,-76.537,Valle del Cauca,Cali,4.0,5.0,102.0,225.0,710000000.0,Casa,6960784.0
344,3.447,-76.555,Valle del Cauca,Cali,3.0,5.0,150.0,150.0,710000000.0,Apartamento,4733333.0
345,3.416,-76.523,Valle del Cauca,Cali,9.0,5.0,175.0,360.0,290000000.0,Casa,1657142.0
347,4.646,-74.055,Cundinamarca,Bogotá D.C,1.0,2.0,94.0,94.0,430000000.0,Apartamento,4574468.0
348,4.678,-74.051,Cundinamarca,Bogotá D.C,1.0,2.0,61.0,61.0,520000000.0,Apartamento,8524590.0
349,6.339,-75.545,Antioquia,Bello,2.0,2.0,66.0,66.0,180000000.0,Casa,2727272.0
350,3.54,-76.317,Valle del Cauca,Palmira,2.0,3.0,98.0,73.0,210000000.0,Casa,2142857.0
351,3.383,-76.518,Valle del Cauca,Cali,2.0,2.0,64.0,59.0,145000000.0,Apartamento,2265625.0
352,3.378,-76.545,Valle del Cauca,Cali,2.0,1.0,49.0,44.0,105000000.0,Apartamento,2142857.0
353,6.339,-75.541,Antioquia,Bello,2.0,2.0,72.0,72.0,265000000.0,Apartamento,3680555.0
354,6.329,-75.568,Antioquia,Bello,2.0,2.0,52.0,52.0,180000000.0,Apartamento,3461538.0
355,6.347,-75.553,Antioquia,Bello,2.0,1.0,60.0,60.0,79000000.0,Apartamento,1316666.0
356,4.689,-74.05,Cundinamarca,Bogotá D.C,2.0,2.0,61.0,61.0,430000000.0,Apartamento,7049180.0
358,4.673,-74.058,Cundinamarca,Bogotá D.C,2.0,3.0,97.0,97.0,700000000.0,Apartamento,7216494.0
359,4.701,-74.044,Cundinamarca,Bogotá D.C,2.0,2.0,87.0,87.0,460000000.0,Apartamento,5287356.0
361,3.472,-76.485,Valle del Cauca,Cali,3.0,1.0,72.0,60.0,120000000.0,Casa,1666666.0
362,3.396,-76.52,Valle del Cauca,Cali,3.0,2.0,90.0,90.0,315000000.0,Casa,3500000.0
363,3.474,-76.486,Valle del Cauca,Cali,3.0,2.0,83.0,83.0,100000000.0,Casa,1204819.0
364,3.334,-76.546,Valle del Cauca,Cali,3.0,3.0,962.0,363.0,770000000.0,Casa,800415.0
365,6.341,-75.553,Antioquia,Bello,3.0,1.0,72.0,72.0,95000000.0,Casa,1319444.0
366,4.864,-74.051,Cundinamarca,Chía,3.0,2.0,120.0,120.0,340000000.0,Casa,2833333.0
367,4.921,-74.025,Cundinamarca,Cajicá,3.0,3.0,260.0,145.0,740000000.0,Casa,2846153.0
368,4.924,-74.032,Cundinamarca,Cajicá,3.0,5.0,520.0,315.0,980000000.0,Casa,1884615.0
370,3.534,-76.316,Valle del Cauca,Palmira,3.0,3.0,104.0,140.0,275000000.0,Casa,2644230.0
371,4.765,-75.951,Valle del Cauca,Jamundí,3.0,4.0,586.0,250.0,750000000.0,Casa,1279863.0
372,10.44,-75.524,Bolívar,Cartagena,3.0,3.0,205.0,205.0,380000000.0,Casa,1853658.0
373,3.397,-76.385,Valle del Cauca,Candelaria,3.0,2.0,98.0,98.0,150000000.0,Casa,1530612.0
374,7.887,-72.496,Norte de Santander,Los Patios,3.0,1.0,108.0,98.0,100000000.0,Casa,925925.0
375,4.721,-74.04,Cundinamarca,Bogotá D.C,3.0,3.0,153.0,153.0,600000000.0,Casa,3921568.0
376,4.73,-74.054,Cundinamarca,Bogotá D.C,3.0,2.0,86.0,86.0,380000000.0,Casa,4418604.0
377,4.661,-74.132,Cundinamarca,Bogotá D.C,3.0,4.0,175.0,250.0,750000000.0,Casa,4285714.0
378,4.724,-74.038,Cundinamarca,Bogotá D.C,3.0,4.0,130.0,130.0,520000000.0,Casa,4000000.0
379,3.49,-76.491,Valle del Cauca,Cali,3.0,1.0,58.0,56.0,62000000.0,Apartamento,1068965.0
380,3.457,-76.54,Valle del Cauca,Cali,3.0,3.0,150.0,150.0,390000000.0,Apartamento,2600000.0
381,6.345,-75.534,Antioquia,Bello,3.0,2.0,69.0,69.0,260000000.0,Apartamento,3768115.0
382,6.339,-75.541,Antioquia,Bello,3.0,2.0,71.0,71.0,245000000.0,Apartamento,3450704.0
383,6.323,-75.558,Antioquia,Bello,3.0,2.0,64.0,64.0,212000000.0,Apartamento,3312500.0
384,6.338,-75.546,Antioquia,Bello,3.0,2.0,70.0,70.0,238000000.0,Apartamento,3400000.0
385,6.317,-75.57,Antioquia,Bello,3.0,2.0,66.0,66.0,235000000.0,Apartamento,3560606.0
386,6.339,-75.572,Antioquia,Bello,3.0,2.0,61.0,61.0,143000000.0,Apartamento,2344262.0
387,6.323,-75.558,Antioquia,Bello,3.0,2.0,70.0,70.0,225000000.0,Apartamento,3214285.0
388,6.336,-75.55,Antioquia,Bello,3.0,2.0,69.0,69.0,235000000.0,Apartamento,3405797.0
389,6.316,-75.553,Antioquia,Bello,3.0,2.0,60.0,60.0,210000000.0,Apartamento,3500000.0
390,6.338,-75.541,Antioquia,Bello,3.0,2.0,71.0,71.0,245000000.0,Apartamento,3450704.0
391,6.323,-75.558,Antioquia,Bello,3.0,2.0,71.0,71.0,230000000.0,Apartamento,3239436.0
392,6.342,-75.552,Antioquia,Bello,3.0,2.0,55.0,55.0,160000000.0,Apartamento,2909090.0
393,6.337,-75.55,Antioquia,Bello,3.0,2.0,69.0,69.0,260000000.0,Apartamento,3768115.0
394,6.337,-75.56,Antioquia,Bello,3.0,2.0,55.0,55.0,150000000.0,Apartamento,2727272.0
395,6.33,-75.558,Antioquia,Bello,3.0,2.0,71.0,71.0,185000000.0,Apartamento,2605633.0
396,6.339,-75.54,Antioquia,Bello,3.0,2.0,77.0,77.0,250000000.0,Apartamento,3246753.0
397,6.331,-75.555,Antioquia,Bello,3.0,2.0,54.0,54.0,150000000.0,Apartamento,2777777.0
398,6.323,-75.558,Antioquia,Bello,3.0,2.0,71.0,71.0,236000000.0,Apartamento,3323943.0
399,6.337,-75.56,Antioquia,Bello,3.0,2.0,52.0,52.0,155000000.0,Apartamento,2980769.0
400,6.338,-75.546,Antioquia,Bello,3.0,2.0,64.0,64.0,235000000.0,Apartamento,3671875.0
401,6.317,-75.57,Antioquia,Bello,3.0,2.0,68.0,68.0,225000000.0,Apartamento,3308823.0
402,6.338,-75.541,Antioquia,Bello,3.0,2.0,67.0,67.0,245000000.0,Apartamento,3656716.0
403,6.337,-75.56,Antioquia,Bello,3.0,2.0,53.0,53.0,185000000.0,Apartamento,3490566.0
404,6.343,-75.577,Antioquia,Bello,3.0,2.0,61.0,61.0,150000000.0,Apartamento,2459016.0
405,6.337,-75.55,Antioquia,Bello,3.0,2.0,70.0,70.0,210000000.0,Apartamento,3000000.0
406,6.342,-75.565,Antioquia,Bello,3.0,2.0,65.0,65.0,225000000.0,Apartamento,3461538.0
407,6.316,-75.553,Antioquia,Bello,3.0,2.0,68.0,68.0,235000000.0,Apartamento,3455882.0
408,6.339,-75.533,Antioquia,Bello,3.0,2.0,71.0,71.0,280000000.0,Apartamento,3943661.0
409,6.332,-75.556,Antioquia,Bello,3.0,2.0,78.0,78.0,280000000.0,Apartamento,3589743.0
410,4.858,-74.053,Cundinamarca,Chía,3.0,2.0,93.0,93.0,320000000.0,Apartamento,3440860.0
411,10.38,-75.473,Bolívar,Cartagena,3.0,2.0,78.0,78.0,185000000.0,Apartamento,2371794.0
412,4.659,-74.047,Cundinamarca,Bogotá D.C,3.0,3.0,148.0,149.0,950000000.0,Apartamento,6418918.0
414,4.696,-74.053,Cundinamarca,Bogotá D.C,3.0,3.0,167.0,167.0,750000000.0,Apartamento,4491017.0
415,4.678,-74.108,Cundinamarca,Bogotá D.C,3.0,3.0,93.0,93.0,490000000.0,Apartamento,5268817.0
417,4.716,-74.033,Cundinamarca,Bogotá D.C,3.0,2.0,64.0,64.0,320000000.0,Apartamento,5000000.0
418,4.703,-74.048,Cundinamarca,Bogotá D.C,3.0,3.0,122.0,122.0,960000000.0,Apartamento,7868852.0
419,4.724,-74.039,Cundinamarca,Bogotá D.C,3.0,3.0,121.0,121.0,680000000.0,Apartamento,5619834.0
420,4.732,-74.035,Cundinamarca,Bogotá D.C,3.0,2.0,93.0,93.0,437000000.0,Apartamento,4698924.0
421,11.009,-74.831,Atlántico,Barranquilla,3.0,2.0,91.0,91.0,245000000.0,Apartamento,2692307.0
422,11.0,-74.817,Atlántico,Barranquilla,3.0,4.0,156.0,156.0,670000000.0,Apartamento,4294871.0
423,10.992,-74.825,Atlántico,Barranquilla,3.0,3.0,139.0,139.0,280000000.0,Apartamento,2014388.0
424,11.008,-74.814,Atlántico,Barranquilla,3.0,4.0,210.0,210.0,650000000.0,Apartamento,3095238.0
425,3.472,-76.503,Valle del Cauca,Cali,4.0,2.0,162.0,160.0,195000000.0,Casa,1203703.0
426,3.328,-76.634,Valle del Cauca,Cali,4.0,5.0,520.0,585.0,750000000.0,Casa,1442307.0
431,6.341,-75.542,Antioquia,Bello,5.0,3.0,168.0,168.0,200000000.0,Apartamento,1190476.0
432,6.345,-75.552,Antioquia,Bello,6.0,2.0,90.0,90.0,155000000.0,Casa,1722222.0
433,3.434,-76.547,Valle del Cauca,Cali,4.0,3.0,94.0,94.0,360000000.0,Apartamento,3829787.0
436,3.59,-76.515,Valle del Cauca,Yumbo,2.0,3.0,80.0,80.0,220000000.0,Casa,2750000.0
437,3.441,-76.548,Valle del Cauca,Cali,2.0,2.0,70.0,70.0,350000000.0,Apartamento,5000000.0
438,3.484,-76.514,Valle del Cauca,Cali,2.0,2.0,112.0,112.0,400000000.0,Apartamento,3571428.0
439,6.154,-75.613,Antioquia,Sabaneta,2.0,1.0,40.0,38.0,110917000.0,Apartamento,2772925.0
440,3.412,-76.555,Valle del Cauca,Cali,3.0,2.0,105.0,105.0,320000000.0,Casa,3047619.0
441,4.851,-74.061,Cundinamarca,Chía,3.0,3.0,198.0,148.0,550000000.0,Casa,2777777.0
442,3.513,-76.301,Valle del Cauca,Palmira,3.0,3.0,105.0,239.0,230834343.0,Casa,2198422.0
443,4.318,-74.79,Cundinamarca,Girardot,3.0,2.0,96.0,96.0,270000000.0,Casa,2812500.0
444,6.154,-75.379,Antioquia,Rionegro,3.0,3.0,114.0,167.0,600000000.0,Casa,5263157.0
445,3.475,-76.498,Valle del Cauca,Cali,3.0,1.0,58.0,58.0,108000000.0,Apartamento,1862068.0
446,3.485,-76.495,Valle del Cauca,Cali,3.0,1.0,64.0,64.0,152000000.0,Apartamento,2375000.0
447,3.391,-76.554,Valle del Cauca,Cali,3.0,2.0,70.0,70.0,110000000.0,Apartamento,1571428.0
448,3.48,-76.516,Valle del Cauca,Cali,3.0,2.0,88.0,88.0,230000000.0,Apartamento,2613636.0
449,6.154,-75.613,Antioquia,Sabaneta,3.0,2.0,70.0,63.0,183852000.0,Apartamento,2626457.0
450,7.816,-72.513,Norte de Santander,Los Patios,3.0,2.0,62.0,62.0,135000000.0,Apartamento,2177419.0
451,7.834,-72.506,Norte de Santander,Los Patios,3.0,3.0,133.0,133.0,250000000.0,Apartamento,1879699.0
452,11.007,-74.792,Atlántico,Barranquilla,3.0,2.0,84.0,84.0,150000000.0,Apartamento,1785714.0
453,11.006,-74.806,Atlántico,Barranquilla,3.0,4.0,132.0,132.0,330000000.0,Apartamento,2500000.0
454,3.447,-76.509,Valle del Cauca,Cali,4.0,1.0,114.0,114.0,185000000.0,Casa,1622807.0
455,3.487,-76.531,Valle del Cauca,Cali,4.0,4.0,208.0,244.0,570000000.0,Casa,2740384.0
456,3.482,-76.504,Valle del Cauca,Cali,4.0,1.0,75.0,75.0,290000000.0,Casa,3866666.0
457,3.4,-76.553,Valle del Cauca,Cali,4.0,4.0,164.0,300.0,550000000.0,Casa,3353658.0
459,3.405,-76.532,Valle del Cauca,Cali,5.0,2.0,220.0,173.0,380000000.0,Apartamento,1727272.0
460,3.518,-76.287,Valle del Cauca,Palmira,6.0,4.0,65.0,141.0,173000000.0,Casa,2661538.0
461,3.266,-76.519,Valle del Cauca,Jamundí,6.0,5.0,1500.0,480.0,750000000.0,Casa,500000.0
463,3.373,-76.523,Valle del Cauca,Cali,2.0,2.0,60.0,60.0,155000000.0,Apartamento,2583333.0
464,3.37,-76.515,Valle del Cauca,Cali,2.0,2.0,80.0,76.0,238000000.0,Apartamento,2975000.0
465,6.272,-75.592,Antioquia,Medellín,2.0,2.0,53.0,53.0,265000000.0,Apartamento,5000000.0
466,4.568,-74.116,Cundinamarca,Bogotá D.C,15.0,7.0,126.0,378.0,284900000.0,Casa,2261111.0
467,6.191,-75.578,Antioquia,Medellín,3.0,4.0,135.0,135.0,750000000.0,Apartamento,5555555.0
468,4.718,-74.036,Cundinamarca,Bogotá D.C,1.0,1.0,38.0,38.0,238000000.0,Apartamento,6263157.0
469,4.695,-74.038,Cundinamarca,Bogotá D.C,2.0,2.0,62.0,62.0,310000000.0,Apartamento,5000000.0
470,4.704,-74.032,Cundinamarca,Bogotá D.C,3.0,2.0,94.0,94.0,600000000.0,Apartamento,6382978.0
471,4.728,-74.028,Cundinamarca,Bogotá D.C,5.0,3.0,203.0,203.0,590000000.0,Casa,2906403.0
472,6.253,-75.609,Antioquia,Medellín,3.0,2.0,77.0,77.0,270000000.0,Apartamento,3506493.0
473,4.595,-74.091,Cundinamarca,Bogotá D.C,3.0,2.0,119.0,119.0,720000000.0,Apartamento,6050420.0
475,4.677,-74.049,Cundinamarca,Bogotá D.C,2.0,2.0,71.0,71.0,825000000.0,Apartamento,11619718.0
476,4.679,-74.045,Cundinamarca,Bogotá D.C,2.0,3.0,120.0,120.0,750000000.0,Apartamento,6250000.0
478,4.681,-74.111,Cundinamarca,Bogotá D.C,4.0,3.0,185.0,185.0,470000000.0,Casa,2540540.0
479,4.673,-74.098,Cundinamarca,Bogotá D.C,5.0,3.0,124.0,124.0,480000000.0,Casa,3870967.0
480,4.669,-74.147,Cundinamarca,Bogotá D.C,9.0,3.0,228.0,228.0,500000000.0,Casa,2192982.0
481,4.734,-74.051,Cundinamarca,Bogotá D.C,3.0,2.0,89.0,89.0,320000000.0,Apartamento,3595505.0
482,4.739,-74.068,Cundinamarca,Bogotá D.C,3.0,2.0,101.0,101.0,480000000.0,Apartamento,4752475.0
483,4.718,-74.072,Cundinamarca,Bogotá D.C,4.0,4.0,386.0,218.0,780000000.0,Casa,2020725.0
484,4.621,-74.157,Cundinamarca,Bogotá D.C,3.0,2.0,52.0,52.0,170000000.0,Apartamento,3269230.0
485,4.632,-74.141,Cundinamarca,Bogotá D.C,4.0,2.0,109.0,109.0,395000000.0,Casa,3623853.0
486,4.639,-74.143,Cundinamarca,Bogotá D.C,4.0,3.0,119.0,159.0,540000000.0,Casa,4537815.0
488,10.995,-74.814,Atlántico,Barranquilla,8.0,11.0,450.0,430.0,830000000.0,Casa,1844444.0
490,3.415,-76.48,Valle del Cauca,Cali,1.0,1.0,60.0,60.0,260000000.0,Apartamento,4333333.0
491,4.741,-74.055,Cundinamarca,Bogotá D.C,1.0,2.0,55.0,55.0,310000000.0,Apartamento,5636363.0
492,10.985,-74.781,Atlántico,Barranquilla,1.0,1.0,47.0,43.0,145000000.0,Apartamento,3085106.0
493,3.383,-76.518,Valle del Cauca,Cali,2.0,2.0,52.0,52.0,142000000.0,Apartamento,2730769.0
494,3.385,-76.52,Valle del Cauca,Cali,2.0,2.0,50.0,55.0,125000000.0,Apartamento,2500000.0
495,3.419,-76.493,Valle del Cauca,Cali,2.0,1.0,62.0,62.0,85000000.0,Apartamento,1370967.0
496,3.369,-76.519,Valle del Cauca,Cali,2.0,2.0,57.0,57.0,195000000.0,Apartamento,3421052.0
497,6.347,-75.553,Antioquia,Bello,2.0,1.0,65.0,65.0,80000000.0,Apartamento,1230769.0
498,6.339,-75.541,Antioquia,Bello,2.0,2.0,72.0,72.0,265000000.0,Apartamento,3680555.0
499,6.329,-75.568,Antioquia,Bello,2.0,2.0,52.0,52.0,180000000.0,Apartamento,3461538.0
500,6.193,-75.56,Antioquia,Medellín,2.0,3.0,79.0,79.0,490000000.0,Apartamento,6202531.0
501,11.001,-74.821,Atlántico,Barranquilla,2.0,2.0,85.0,85.0,320000000.0,Apartamento,3764705.0
502,10.997,-74.815,Atlántico,Barranquilla,2.0,2.0,85.0,85.0,235000000.0,Apartamento,2764705.0
503,11.009,-74.835,Atlántico,Barranquilla,2.0,3.0,122.0,122.0,395000000.0,Apartamento,3237704.0
504,10.985,-74.831,Atlántico,Barranquilla,2.0,1.0,50.0,50.0,92000000.0,Apartamento,1840000.0
505,11.012,-74.821,Atlántico,Barranquilla,2.0,2.0,80.0,80.0,250000000.0,Apartamento,3125000.0
506,10.997,-74.815,Atlántico,Barranquilla,2.0,3.0,125.0,125.0,390000000.0,Apartamento,3120000.0
507,11.022,-74.817,Atlántico,Barranquilla,2.0,2.0,82.0,82.0,275000000.0,Apartamento,3353658.0
508,7.081,-73.101,Santander,Floridablanca,2.0,2.0,63.0,63.0,138000000.0,Apartamento,2190476.0
509,3.379,-76.522,Valle del Cauca,Cali,3.0,3.0,23.0,54.0,290000000.0,Casa,12608695.0
510,3.465,-76.496,Valle del Cauca,Cali,3.0,2.0,45.0,80.0,165000000.0,Casa,3666666.0
511,3.384,-76.517,Valle del Cauca,Cali,3.0,2.0,70.0,70.0,220000000.0,Apartamento,3142857.0
512,3.431,-76.551,Valle del Cauca,Cali,3.0,3.0,133.0,133.0,600000000.0,Apartamento,4511278.0
513,3.472,-76.531,Valle del Cauca,Cali,3.0,2.0,90.0,90.0,230000000.0,Apartamento,2555555.0
514,3.403,-76.525,Valle del Cauca,Cali,3.0,1.0,62.0,62.0,130000000.0,Apartamento,2096774.0
515,3.488,-76.515,Valle del Cauca,Cali,3.0,2.0,61.0,61.0,148000000.0,Apartamento,2426229.0
516,3.366,-76.516,Valle del Cauca,Cali,3.0,3.0,84.0,84.0,330000000.0,Apartamento,3928571.0
517,3.37,-76.516,Valle del Cauca,Cali,3.0,2.0,72.0,72.0,245000000.0,Apartamento,3402777.0
518,3.381,-76.541,Valle del Cauca,Cali,3.0,3.0,161.0,161.0,320000000.0,Apartamento,1987577.0
519,3.445,-76.492,Valle del Cauca,Cali,3.0,2.0,75.0,75.0,289000000.0,Apartamento,3853333.0
520,6.337,-75.56,Antioquia,Bello,3.0,2.0,55.0,55.0,150000000.0,Apartamento,2727272.0
521,6.343,-75.553,Antioquia,Bello,3.0,2.0,80.0,80.0,160000000.0,Casa,2000000.0
522,6.342,-75.565,Antioquia,Bello,3.0,2.0,65.0,65.0,225000000.0,Apartamento,3461538.0
523,6.348,-75.539,Antioquia,Bello,3.0,2.0,59.0,59.0,162500000.0,Apartamento,2754237.0
524,6.33,-75.558,Antioquia,Bello,3.0,2.0,71.0,71.0,185000000.0,Apartamento,2605633.0
525,6.337,-75.55,Antioquia,Bello,3.0,2.0,69.0,69.0,240000000.0,Apartamento,3478260.0
526,6.338,-75.546,Antioquia,Bello,3.0,2.0,58.0,58.0,245000000.0,Apartamento,4224137.0
527,6.338,-75.546,Antioquia,Bello,3.0,2.0,70.0,70.0,238000000.0,Apartamento,3400000.0
528,6.323,-75.558,Antioquia,Bello,3.0,2.0,64.0,64.0,250000000.0,Apartamento,3906250.0
529,6.336,-75.55,Antioquia,Bello,3.0,2.0,69.0,69.0,235000000.0,Apartamento,3405797.0
530,6.34,-75.544,Antioquia,Bello,3.0,2.0,78.0,78.0,170000000.0,Casa,2179487.0
531,6.323,-75.558,Antioquia,Bello,3.0,2.0,64.0,64.0,212000000.0,Apartamento,3312500.0
532,6.32,-75.569,Antioquia,Bello,3.0,2.0,70.0,70.0,225000000.0,Apartamento,3214285.0
533,6.323,-75.558,Antioquia,Bello,3.0,2.0,71.0,71.0,230000000.0,Apartamento,3239436.0
534,6.323,-75.558,Antioquia,Bello,3.0,2.0,70.0,70.0,225000000.0,Apartamento,3214285.0
535,6.323,-75.558,Antioquia,Bello,3.0,2.0,71.0,71.0,230000000.0,Apartamento,3239436.0
536,6.339,-75.54,Antioquia,Bello,3.0,2.0,71.0,71.0,189000000.0,Apartamento,2661971.0
537,6.339,-75.541,Antioquia,Bello,3.0,2.0,89.0,89.0,342000000.0,Apartamento,3842696.0
538,6.316,-75.553,Antioquia,Bello,3.0,2.0,68.0,68.0,235000000.0,Apartamento,3455882.0
539,6.316,-75.553,Antioquia,Bello,3.0,2.0,60.0,60.0,210000000.0,Apartamento,3500000.0
540,6.337,-75.56,Antioquia,Bello,3.0,2.0,53.0,53.0,185000000.0,Apartamento,3490566.0
541,6.337,-75.56,Antioquia,Bello,3.0,2.0,54.0,54.0,185000000.0,Apartamento,3425925.0
542,6.337,-75.56,Antioquia,Bello,3.0,2.0,52.0,52.0,159000000.0,Apartamento,3057692.0
543,6.331,-75.555,Antioquia,Bello,3.0,2.0,54.0,54.0,135000000.0,Apartamento,2500000.0
544,6.317,-75.57,Antioquia,Bello,3.0,2.0,68.0,68.0,225000000.0,Apartamento,3308823.0
545,6.345,-75.534,Antioquia,Bello,3.0,2.0,69.0,69.0,260000000.0,Apartamento,3768115.0
546,6.332,-75.556,Antioquia,Bello,3.0,2.0,78.0,78.0,280000000.0,Apartamento,3589743.0
547,4.863,-74.051,Cundinamarca,Chía,3.0,4.0,156.0,156.0,440000000.0,Casa,2820512.0
548,10.923,-74.864,Atlántico,Galapa,3.0,1.0,60.0,60.0,90000000.0,Casa,1500000.0
550,10.335,-75.413,Bolívar,Turbaco,3.0,3.0,350.0,200.0,250000000.0,Casa,714285.0
551,6.159,-75.574,Antioquia,Envigado,3.0,3.0,117.0,117.0,570000000.0,Apartamento,4871794.0
552,3.252,-76.537,Valle del Cauca,Jamundí,3.0,2.0,120.0,120.0,270000000.0,Casa,2250000.0
553,3.218,-76.587,Valle del Cauca,Jamundí,3.0,2.0,200.0,98.0,235000000.0,Casa,1175000.0
554,3.261,-76.545,Valle del Cauca,Jamundí,3.0,3.0,118.0,118.0,375000000.0,Apartamento,3177966.0
555,6.214,-75.6,Antioquia,Medellín,3.0,2.0,105.0,105.0,535000000.0,Apartamento,5095238.0
556,6.209,-75.606,Antioquia,Medellín,3.0,3.0,151.0,151.0,680000000.0,Apartamento,4503311.0
557,5.019,-73.999,Cundinamarca,Zipaquirá,3.0,3.0,192.0,192.0,360000000.0,Apartamento,1875000.0
558,4.719,-74.077,Cundinamarca,Bogotá D.C,3.0,3.0,100.0,67.0,550000000.0,Apartamento,5500000.0
559,4.719,-74.077,Cundinamarca,Bogotá D.C,3.0,3.0,100.0,107.0,825000000.0,Apartamento,8250000.0
560,4.719,-74.077,Cundinamarca,Bogotá D.C,3.0,3.0,100.0,107.0,900000000.0,Apartamento,9000000.0
561,4.719,-74.077,Cundinamarca,Bogotá D.C,3.0,3.0,100.0,107.0,685000000.0,Apartamento,6850000.0
562,4.738,-74.06,Cundinamarca,Bogotá D.C,3.0,3.0,113.0,113.0,450000000.0,Casa,3982300.0
